Training progress:   0%|          | 1/300 [00:07<37:18,  7.49s/it]Loss at epoch 1: 0.757420 --> Best model ever (stored)
Training progress:  85%|████████▌ | 255/300 [28:43<04:38,  6.19s/it]Loss at epoch 255: 0.010970
Training progress:  85%|████████▌ | 256/300 [28:50<04:35,  6.25s/it]Loss at epoch 256: 0.011185
Training progress:  86%|████████▌ | 257/300 [28:56<04:24,  6.14s/it]Loss at epoch 257: 0.011137
Training progress:  86%|████████▌ | 258/300 [29:02<04:17,  6.13s/it]Loss at epoch 258: 0.010742
Training progress:  86%|████████▋ | 259/300 [29:08<04:10,  6.12s/it]Loss at epoch 259: 0.011007
Training progress:  87%|████████▋ | 260/300 [29:14<04:01,  6.03s/it]Loss at epoch 260: 0.011250
Training progress:  87%|████████▋ | 261/300 [29:20<03:54,  6.02s/it]Loss at epoch 261: 0.011394
Training progress:  87%|████████▋ | 262/300 [29:26<03:47,  5.98s/it]Loss at epoch 262: 0.010732
Training progress:  88%|████████▊ | 263/300 [29:32<03:40,  5.95s/it]Loss at epoch 263: 0.010788
Training progress:  88%|████████▊ | 264/300 [29:37<03:32,  5.91s/it]Loss at epoch 264: 0.010604 --> Best model ever (stored)
Training progress:  88%|████████▊ | 265/300 [29:43<03:24,  5.85s/it]Loss at epoch 265: 0.011169
Training progress:  89%|████████▊ | 266/300 [29:49<03:21,  5.91s/it]Loss at epoch 266: 0.010895
Training progress:  89%|████████▉ | 267/300 [29:55<03:16,  5.95s/it]Loss at epoch 267: 0.011033
Training progress:  89%|████████▉ | 268/300 [30:01<03:11,  5.98s/it]Loss at epoch 268: 0.010795
Training progress:  90%|████████▉ | 269/300 [30:07<03:04,  5.94s/it]Loss at epoch 269: 0.010875
Training progress:  90%|█████████ | 270/300 [30:13<02:57,  5.91s/it]Loss at epoch 270: 0.010897
Training progress:  90%|█████████ | 271/300 [30:19<02:50,  5.89s/it]Loss at epoch 271: 0.010632
Training progress:  91%|█████████ | 272/300 [30:25<02:44,  5.87s/it]Loss at epoch 272: 0.010903
Training progress:  91%|█████████ | 273/300 [30:31<02:40,  5.93s/it]Loss at epoch 273: 0.010891
Training progress:  91%|█████████▏| 274/300 [30:37<02:34,  5.96s/it]Loss at epoch 274: 0.011327
Training progress:  92%|█████████▏| 275/300 [30:43<02:29,  5.98s/it]Loss at epoch 275: 0.010977
Training progress:  92%|█████████▏| 276/300 [30:49<02:22,  5.95s/it]Loss at epoch 276: 0.010491 --> Best model ever (stored)
Training progress:  92%|█████████▏| 277/300 [30:54<02:16,  5.94s/it]Loss at epoch 277: 0.011029
Training progress:  93%|█████████▎| 278/300 [31:00<02:10,  5.95s/it]Loss at epoch 278: 0.011211
Training progress:  93%|█████████▎| 279/300 [31:06<02:03,  5.90s/it]Loss at epoch 279: 0.011242
Training progress:  93%|█████████▎| 280/300 [31:13<02:00,  6.03s/it]Loss at epoch 280: 0.010747
Training progress:  94%|█████████▎| 281/300 [31:19<01:55,  6.07s/it]Loss at epoch 281: 0.010604
Training progress:  94%|█████████▍| 282/300 [31:25<01:49,  6.10s/it]Loss at epoch 282: 0.011293
Training progress:  94%|█████████▍| 283/300 [31:31<01:42,  6.03s/it]Loss at epoch 283: 0.011358
Training progress:  95%|█████████▍| 284/300 [31:37<01:35,  5.98s/it]Loss at epoch 284: 0.010484 --> Best model ever (stored)
Training progress:  95%|█████████▌| 285/300 [31:42<01:28,  5.93s/it]Loss at epoch 285: 0.010510
Training progress:  95%|█████████▌| 286/300 [31:48<01:23,  5.94s/it]Loss at epoch 286: 0.010773
Training progress:  96%|█████████▌| 287/300 [31:54<01:16,  5.91s/it]Loss at epoch 287: 0.010762
Training progress:  96%|█████████▌| 288/300 [32:00<01:10,  5.87s/it]Loss at epoch 288: 0.011155
Training progress:  96%|█████████▋| 289/300 [32:06<01:04,  5.86s/it]Loss at epoch 289: 0.010783
Training progress:  97%|█████████▋| 290/300 [32:12<00:58,  5.86s/it]Loss at epoch 290: 0.010724
Training progress:  97%|█████████▋| 291/300 [32:18<00:52,  5.85s/it]Loss at epoch 291: 0.010690
Training progress:  97%|█████████▋| 292/300 [32:24<00:47,  5.94s/it]Loss at epoch 292: 0.011032
Training progress:  98%|█████████▊| 293/300 [32:30<00:42,  6.01s/it]Loss at epoch 293: 0.010967
Training progress:  98%|█████████▊| 294/300 [32:36<00:36,  6.10s/it]Loss at epoch 294: 0.010856
Training progress:  98%|█████████▊| 295/300 [32:42<00:30,  6.13s/it]Loss at epoch 295: 0.010598
Training progress:  99%|█████████▊| 296/300 [32:49<00:24,  6.17s/it]Loss at epoch 296: 0.010904
Training progress:  99%|█████████▉| 297/300 [32:55<00:18,  6.19s/it]Loss at epoch 297: 0.010394 --> Best model ever (stored)
Training progress:  99%|█████████▉| 298/300 [33:01<00:12,  6.19s/it]Loss at epoch 298: 0.010800
Training progress: 100%|█████████▉| 299/300 [33:07<00:06,  6.22s/it]Loss at epoch 299: 0.011055
Training progress: 100%|██████████| 300/300 [33:14<00:00,  6.65s/it]Loss at epoch 300: 0.010654 
